759708418,89.203.226.63,35,CN
1450432360,79.195.230.61,22,MX
905578896,21.159.124.52,21,MX
1254307907,96.243.25.107,12,IN
876268270,202.237.211.44,24,CN
1191976486,87.63.89.105,34,JA
850507117,22.56.131.233,42,IN
716648230,124.244.41.179,28,MX
1384559433,225.36.114.222,33,JA
1395697580,114.67.61.68,27,CA
907920042,136.43.222.182,28,MX
1310449266,41.131.222.112,26,CN
934317480,72.78.30.130,38,IN
961215606,9.24.226.66,34,UK
802435757,67.146.237.122,38,CA
809421327,43.79.38.17,11,CA
634296158,145.56.215.170,6,MX
1090384058,123.142.27.47,6,UK
1025966142,224.164.29.126,8,CN
888900651,102.76.158.121,28,CA
1368830530,185.36.70.192,3,CA
797555787,211.169.124.206,19,CN
772789428,13.176.28.48,30,CN
742368253,97.116.148.141,2,IN
1355875903,194.118.66.175,16,IN
1033688956,79.75.79.9,10,CN
841606381,16.207.87.138,21,JA
1224533250,103.148.52.75,42,IN
955029415,94.35.22.213,25,CN
995864265,144.104.60.221,18,CN
1310226310,246.190.121.229,16,JA
1318133638,5.11.155.129,25,CA
634722606,251.182.143.171,3,MX
936079079,225.176.102.162,5,IN
699353792,6.131.49.80,29,MX
763598516,151.32.214.218,23,JA
803400716,24.203.179.250,9,MX
713983816,94.0.100.211,22,US
799218828,177.143.137.74,6,IN
1296032507,174.135.160.187,31,MX
1360284057,232.86.150.183,24,US
1299468452,158.248.156.226,19,US
1184790066,172.6.87.67,20,IN
1169157830,154.207.189.46,43,US
1404834053,41.23.38.98,15,IN
951216799,156.174.206.120,23,CN
781467737,249.218.38.242,8,UK
992308450,170.33.58.4,21,CA
747683166,194.69.45.27,4,CA
1245309571,235.95.232.122,9,UK
1233624017,225.52.114.181,25,UK
846872163,82.208.184.25,14,US
1435994485,156.201.116.159,28,CA
1113758437,252.107.18.142,27,JA
985162576,240.172.55.94,10,MX
859651714,37.107.201.101,30,CN
1045331272,160.82.141.137,28,US
1351980728,28.43.181.165,17,CA
1103208888,253.144.109.126,39,IN
781004474,112.10.199.161,22,CA
710503032,135.31.190.50,2,UK
1227021585,240.100.237.156,13,JA
869841350,195.76.71.6,1,UK
806623991,47.242.50.106,38,UK
1333352685,199.64.197.170,7,UK
784442833,167.123.45.106,13,IN
1040153736,11.247.207.13,28,MX
1113930678,210.193.50.82,31,CN
1458189030,163.224.223.144,32,IN
939086026,79.201.143.27,6,MX
1273950842,24.33.194.154,25,CN
704621833,108.87.78.226,5,UK
948019155,13.167.173.33,29,UK
824311835,217.103.220.53,24,UK
1396632151,205.70.194.49,29,CN
1448882197,39.144.68.161,33,US
1142692066,182.237.135.242,17,IN
1189521764,100.134.143.143,38,UK
731321479,159.17.18.226,41,IN
1042114453,61.242.240.75,36,CA
849495895,66.44.68.117,38,UK
1011288775,100.60.246.40,41,US
1107682622,83.226.211.199,3,MX
1053974627,55.188.11.142,29,JA
1090332107,53.166.164.161,1,IN
836568509,154.186.111.61,21,CA
985859571,224.92.42.115,42,US
774009681,81.80.65.193,10,CA
733282063,26.211.209.63,17,CA
1034327442,39.225.112.229,43,US
765227387,202.123.122.179,7,IN
721238065,194.3.57.117,35,UK
1379374503,37.71.101.234,16,CN
1031709458,127.224.41.115,32,MX
975512990,162.60.254.29,11,IN
1152461250,212.253.12.178,40,MX
1319746794,175.121.97.86,22,MX
1276202838,228.213.67.142,25,CA
1156217543,147.166.149.153,14,CN
776169855,161.43.175.1,16,MX
964310861,221.217.145.107,4,CA
754507976,234.44.62.245,12,JA
855151613,124.227.217.166,17,IN
1299314912,103.145.71.85,38,US
817092362,133.120.100.146,38,IN
915835773,209.46.151.144,13,UK
831272428,229.105.6.210,33,IN
682732431,210.64.156.162,41,JA
1147216959,188.169.1.108,14,UK
1245401639,22.174.143.20,25,UK
1408031895,183.98.168.185,15,US
1320560074,72.243.92.125,17,UK
655215130,219.128.45.136,34,CN
998044558,62.178.206.55,22,JA
799975663,160.186.107.245,38,CA
1303560229,100.16.65.224,41,UK
735613773,105.126.223.56,6,UK
692311726,117.246.115.189,19,UK
705181311,216.175.180.146,40,CN
1023961976,175.177.124.84,32,IN
1189935452,237.136.28.154,2,CA
1218657104,201.190.200.16,42,IN
862057076,87.229.163.71,4,CA
719698890,7.37.87.220,2,MX
954115092,119.141.8.167,34,UK
1009559501,132.87.156.56,28,JA
1424779403,218.233.52.233,22,UK
1215159661,152.20.246.17,8,JA
1174347097,147.75.248.157,44,CA
635966427,52.179.104.249,15,UK
851631039,81.77.139.71,41,CA
1342418054,33.36.167.141,40,US
824727151,134.248.180.188,27,IN
808251830,25.46.230.219,23,UK
1380729432,195.29.149.76,3,CA
731182347,59.54.111.51,40,JA
1048282461,145.156.3.191,14,MX
684067526,243.197.28.109,3,CN
1116622174,11.1.172.160,33,CN
719127555,13.59.162.227,12,MX
855201128,132.100.74.23,36,MX
1268475727,119.39.147.109,12,MX
942643501,2.240.148.35,30,MX
647788067,240.231.163.249,38,UK
956969218,47.151.250.231,11,US
1084259149,242.28.66.40,30,UK
801059771,121.79.33.138,40,CN
970380436,152.101.121.125,7,MX
849561598,85.124.110.120,25,IN
661221169,9.68.109.41,18,CA
989852074,242.114.143.228,10,JA
664641198,235.181.148.134,12,JA
891386550,162.119.193.95,41,CA
1436319005,172.150.65.137,33,US
1283317904,178.250.164.137,13,CA
1206836240,184.33.193.250,36,CA
1250289142,6.191.181.123,5,US
1001425146,80.115.43.239,32,CA
886988775,104.99.47.129,19,IN
747836538,228.183.129.37,33,MX
1175697144,155.38.20.148,8,US
905613950,107.3.74.40,27,JA
1371664595,20.222.227.69,20,IN
1459431801,207.237.99.158,12,IN
1051257164,63.184.169.43,6,JA
778395762,135.138.128.76,39,IN
1382496968,233.206.87.99,30,UK
1029630211,210.58.150.72,44,CN
991926033,129.171.158.78,31,CA
889241766,235.175.122.114,30,CN
977077940,212.119.239.218,41,CN
1078932652,113.1.34.133,17,JA
1000252668,65.6.248.75,1,UK
1173900420,199.100.23.121,41,MX
689479632,116.178.69.126,16,MX
784111109,80.133.115.245,20,UK
1144241655,210.136.188.233,11,MX
1339480982,226.191.107.164,32,JA
670743908,234.247.203.203,39,IN
755260941,156.123.129.159,20,CA
1437477754,247.220.242.155,3,CN
1450108966,209.84.153.199,42,MX
1262549070,27.146.234.66,26,CA
926647988,30.253.228.139,29,MX
981393868,17.160.113.15,34,MX
693581714,7.166.246.77,34,US
1203575450,185.124.54.145,44,MX
1156841835,91.80.192.227,43,US
842190273,71.245.75.120,22,JA
1185277438,192.182.119.157,43,IN
1200775278,51.172.228.234,3,US
1215939029,1.172.221.168,5,CN
750690552,78.228.40.81,24,CN
740228442,201.29.148.66,23,US
1045593901,253.26.121.166,2,IN
1347348589,55.18.0.77,29,CN
1225396813,126.158.176.197,22,US
909207324,201.54.6.250,30,UK
861336192,184.76.100.110,15,IN
889113171,145.154.74.193,32,MX
743907680,9.231.96.149,2,US
1430874183,68.107.126.181,3,JA
1238050132,74.245.140.28,33,JA
643638683,131.144.135.168,34,JA
790343345,194.171.85.65,18,US
775781383,92.62.16.2,12,CN
1332808702,218.199.151.179,28,US
1390228503,68.188.202.197,33,UK
683073067,234.213.90.57,8,IN
1229874944,109.105.102.197,35,CN
697241667,29.117.3.51,7,CN
749272268,154.128.88.91,21,CN
1372157347,248.134.129.178,5,US
1213386262,48.125.165.67,7,CN
648581516,117.135.79.15,39,UK
1474356965,223.242.49.101,7,UK
1407115020,54.166.154.121,8,CA
1140404708,164.100.93.165,26,UK
792558699,154.206.134.17,44,JA
1387117981,137.84.94.155,20,JA
1375676417,128.225.1.4,13,UK
962104458,200.153.203.182,13,IN
1332068592,105.115.75.203,32,JA
648881898,146.94.207.223,24,US
935994415,50.88.76.168,25,CN
1258707460,112.195.172.181,22,CN
783593713,193.102.249.100,6,US
1120844934,151.109.209.75,25,US
684678906,59.129.38.156,2,CN
1173258974,248.101.197.91,32,CA
1288068163,152.183.254.63,26,IN
1031467256,15.56.32.47,12,JA
946120765,242.181.29.12,34,MX
1262172341,10.126.92.63,32,CN
946360545,14.89.151.146,16,CA
1425476517,57.156.211.39,14,IN
1196148938,61.118.222.231,2,UK
1035255985,119.214.158.122,29,CN
803487668,228.54.42.128,35,CA
1338306183,92.166.15.98,39,JA
977836291,80.151.63.6,28,MX
1463818399,101.80.129.191,25,US
773573748,154.55.172.212,4,MX
1226797513,14.154.244.85,19,IN
767204785,41.196.65.224,4,JA
933900657,31.196.244.139,9,CA
647135075,49.48.36.230,11,US
1387539117,67.6.156.197,43,UK
1365450516,194.170.66.205,39,CN
895301441,79.197.210.146,29,CA
846097495,254.67.34.68,3,MX
737280445,202.85.154.5,13,CA
1166360581,203.25.182.233,43,CN
964351757,75.149.230.114,22,IN
872788807,209.156.86.240,27,UK
1061204966,70.102.26.202,20,MX
1476332585,215.210.186.136,16,CN
717089925,27.218.102.162,28,UK
1114644191,42.172.64.10,44,JA
1095716980,179.98.56.241,43,JA
1041296292,82.171.195.105,13,MX
1093200645,183.7.123.6,13,UK
1386122708,177.61.21.135,20,MX
1473926043,29.222.153.222,31,CA
1109641142,137.244.131.10,25,CN
1318502091,251.246.57.234,44,US
1386046089,226.12.147.93,43,CN
894825855,106.147.209.44,30,US
692561013,222.35.80.130,44,US
1456334301,151.227.90.46,44,CN
703667397,42.109.148.167,6,US
1418092096,237.192.157.7,42,UK
989557513,163.205.204.147,41,CA
1474782898,244.99.109.244,23,IN
909913219,38.98.20.194,7,MX
1236197345,146.119.50.247,23,UK
733388798,120.115.59.178,41,US
1210965476,39.39.21.6,13,IN
1366768634,32.131.130.137,44,IN
1226317023,78.194.124.163,32,JA
635395022,167.43.215.13,21,IN
738398675,238.52.149.174,41,JA
973285296,127.197.52.183,2,IN
1181338739,32.223.157.21,36,CA
713423681,93.28.112.4,26,IN
645621908,50.91.108.204,44,UK
644276425,212.47.90.91,42,MX
1140531972,206.245.102.31,44,MX
1162542178,88.43.106.213,10,IN
1345401761,122.28.63.226,5,CN
1065251366,165.142.232.40,37,CN
708717827,223.209.164.162,2,UK
679139517,66.247.79.118,44,CN
1350540262,56.212.124.254,20,UK
1017987126,211.120.161.185,10,JA
680480236,191.167.180.237,19,UK
1222339768,49.27.182.151,7,IN
1433609020,156.125.13.156,25,CA
963631834,227.137.69.45,34,MX
1248892239,103.249.188.158,8,UK
1103313560,183.247.136.219,18,UK
1457889295,188.110.3.39,31,MX
1388265168,74.47.184.75,30,IN
738675382,152.169.167.163,7,CA
882117597,103.3.124.109,20,IN
1194903013,232.106.189.123,5,MX
1341147107,239.134.55.186,2,MX
702330247,65.225.108.52,1,JA
1175355217,252.74.161.88,41,MX
1016861240,123.125.61.249,35,US
861209618,52.186.145.241,13,UK
1469232086,156.119.232.159,26,MX
939274250,19.197.207.114,26,UK
991400238,143.129.49.117,31,CA
1359327850,77.16.147.27,5,CA
1450774501,170.28.113.144,23,JA
1472429758,197.102.18.30,3,JA
1266555330,137.31.111.18,7,CA
638953713,60.233.240.88,37,MX
780179117,155.116.189.69,30,CA
631454617,65.68.179.200,22,IN
1218722086,17.101.114.67,27,CA
1339514384,210.19.4.248,39,CN
941913477,14.44.226.243,4,IN
791897982,122.138.46.203,5,JA
1212528133,127.126.70.247,9,UK
1285938505,224.187.39.243,31,MX
922473566,42.177.247.142,38,CN
1179174287,17.59.252.178,3,IN
1343281474,197.114.162.138,17,IN
725692934,183.224.112.155,26,JA
837654177,48.96.13.75,29,UK
1139703707,122.182.96.45,31,MX
1153354065,217.253.173.88,39,UK
1429902316,10.7.75.158,15,CA
1030877070,245.243.42.28,12,CN
1002209193,211.87.151.234,27,CA
1056427792,231.178.34.7,20,JA
876917440,135.158.119.227,39,CN
903528756,114.102.186.5,37,UK
1116482590,71.35.210.32,18,IN
1370880110,0.241.92.221,7,US
706483316,200.226.168.56,25,UK
990097086,151.62.121.191,4,US
1063084175,24.45.153.127,22,JA
1452045712,82.245.55.131,15,IN
642953299,171.248.44.165,2,JA
941886547,65.163.196.116,38,MX
885889960,106.107.198.6,38,JA
1452253785,217.240.238.2,44,US
719607353,17.167.171.16,12,JA
1461099295,57.123.39.92,8,IN
1318030337,17.119.198.103,39,US
1095948549,202.230.129.66,44,MX
1421955887,23.217.242.152,3,MX
1387621427,61.164.66.69,19,JA
707143731,55.72.200.83,40,MX
957974504,124.223.140.154,2,JA
1350163526,32.217.159.117,28,UK
956146950,184.92.102.181,36,CA
1245351745,132.133.250.174,32,JA
1411957233,28.119.199.1,29,CN
1220463732,97.152.25.114,14,IN
832646226,1.178.90.160,10,IN
1349862505,75.241.10.119,31,CN
1450406123,214.50.0.136,29,JA
1385231186,19.222.94.104,33,MX
1432985140,197.117.83.198,6,MX
687466703,28.190.63.75,17,UK
1415413405,58.164.71.227,9,UK
1250173736,251.69.46.241,7,JA
1229683712,245.222.206.175,14,US
1005115810,169.242.159.39,20,CA
1205807791,126.108.123.239,32,CA
769779232,197.243.160.95,35,IN
1301279949,5.14.218.44,42,UK
1301269420,183.241.219.42,23,CA
849213774,245.75.128.202,9,IN
860569808,236.95.77.189,29,CN
697583196,94.59.99.247,19,US
1245363041,223.168.93.208,43,CN
949759580,241.177.18.249,20,JA
708986449,6.73.160.88,18,MX
1095126496,85.99.35.81,42,CA
1152003846,168.49.74.188,6,US
830524755,94.153.145.20,13,JA
